col1 col2 weight
YBL093C YIL133C 168
YBL093C YKL180W 197
YBL093C YLR071C 923
YBL093C YML007W 565
YBL093C YML073C 172
YBL093C YMR112C 918
YBL093C YMR142C 199
YBL093C YNL025C 85
YBL093C YNL069C 270
YBL093C YNL236W 667
YBL093C YNR010W 924
YBL093C YOL051W 623
YBL093C YOL135C 942
YBL093C YOR140W 296
YBL093C YOR174W 923
YBL093C YPL042C 608
YBL093C YPL129W 293
YBL093C YPL143W 220
YBL093C YPR070W 659
YBL093C YPR168W 924
YBL097W YDR325W 895
YBL097W YDR388W 289
YBL097W YFR031C 651
YBL097W YGR135W 288
YBL097W YHL002W 289
YBL097W YJL074C 73
YBL097W YLR086W 662
YBL097W YLR272C 662
YBL097W YLR373C 180
YBL097W YLR383W 85
YBL097W YOL061W 288
YBL097W YPR018W 240
YBL099W Q0080 959
YBL099W Q0085 959
YBL099W Q0130 959
YBL099W YBL003C 219
YBL099W YBR039W 959
YBL099W YDL004W 959
YBL099W YDR298C 959
YBL099W YDR322C-A 358
YBL099W YDR377W 959
YBL099W YGR281W 608
YBL099W YHR039C-A 168
YBL099W YJL180C 358
YBL099W YJR121W 959
YBL099W YKL016C 959
YBL099W YLR052W 191
YBL099W YLR295C 959
YBL099W YML081C-A 959
YBL099W YNL315C 445
YBL099W YOL077W-A 800
YBL099W YOR270C 198
YBL099W YPL078C 959
YBL099W YPL271W 959
YBL099W YPR020W 808
YBL100C YJL070C 196
YBL101C YAL043C 565
YBL101C YJL203W 219
YBL102W YOR036W 195
YBL103C YBR010W 288
YBL103C YFR021W 309
YBL103C YGR252W 281
YBL103C YNL031C 288
YBL103C YOL067C 618
YBL103C YOL108C 296
YBL104C YDR128W 358
YBL104C YDR519W 651
YBL104C YEL062W 358
YBL104C YER029C 202
YBL104C YGL100W 358
YBL104C YGL190C 583
YBL104C YGR252W 198
YBL104C YHL023C 358
YBL104C YJR138W 358
YBL104C YLR055C 198
YBL104C YLR208W 358
YBL104C YMR186W 288
YBL104C YMR272C 57
YBL104C YNL054W 196
YBL104C YOL138C 358
YBL104C YPL055C 198
YBL105C YAL048C 56
YBL105C YBR125C 295
YBL105C YBR166C 655
YBL105C YDL006W 536
YBL105C YDR224C 353
YBL105C YDR490C 73
YBL105C YDR490C 73
YBL105C YDR490C 73
YBL105C YEL002C 536
YBL105C YER089C 295
YBL105C YER133W 297
YBL105C YGL022W 536
YBL105C YGR221C 198
YBL105C YGR254W 585
YBL105C YHR070W 289
YBL105C YIL143C 662
YBL105C YJL002C 536
YBL105C YLL002W 445
YBL105C YLR229C 61
YBL105C YLR229C 61
YBL105C YLR229C 61
YBL105C YML064C 56
YBL105C YML109W 297
YBL105C YMR036C 295
YBL105C YMR113W 662
YBL105C YMR116C 358
YBL105C YMR149W 536
YBL105C YMR219W 289
YBL105C YNL031C 445
YBL105C YNL090W 334
YBL105C YNL232W 288
YBL105C YNL304W 56
YBL105C YNL307C 56
YBL105C YOL062C 296
YBL105C YOL100W 445
YBL105C YOL100W 445
YBL105C YOL100W 445
YBL105C YOR094W 57
YBL105C YOR231W 536
YBL105C YPR165W 585
YBL106C YAR018C 219
YBL106C YFL013C 288
YBL106C YGR172C 220
YBL106C YHR161C 198
YBL106C YIL033C 201
YBL106C YKL117W 585
YBL106C YLR206W 201
YBL106C YLR423C 198
YBL106C YNL094W 198
YBL106C YOR197W 201
YBL106C YPL174C 219
YBL111C YDR190C 201
YBL111C YER074W 655
YBL111C YIL069C 623
YBL111C YLR342W 197
YBL111C YMR012W 193
YBL111C YNL088W 290
YBL111C YPL235W 203
YBL113C YGR192C 210
YBL113C YLR348C 196
YBR001C YBR109C 288
YBR001C YBR126C 581
YBR001C YBR127C 288
YBR001C YDR001C 808
YBR001C YDR074W 581
YBR001C YDR099W 583
YBR001C YDR171W 662
YBR001C YGL106W 288
YBR001C YHR102W 220
YBR001C YNL129W 220
YBR001C YPR026W 296
YBR002C YDL193W 143
YBR002C YGL155W 60
YBR002C YHR190W 56
YBR002C YKL019W 60
YBR002C YKR059W 158
YBR002C YLR441C 197
YBR002C YMR101C 498
YBR002C YNL209W 217
YBR002C YPL069C 56
YBR003W YAL005C 125
YBR003W YJL167W 358
YBR003W YJR022W 266
YBR003W YJR045C 210
YBR004C YCL052C 211
YBR004C YDR245W 66
YBR004C YNL158W 598
YBR004C YPL227C 297
YBR004C YPR183W 202
YBR006W YGR019W 498
YBR006W YMR250W 498
YBR007C YDR190C 201
YBR009C YBL002W 850
YBR009C YBL003C 903
YBR009C YBL004W 565
YBR009C YBL008W 297
YBR009C YBL023C 581
YBR009C YBL052C 289
YBR009C YBL088C 608
YBR009C YBR010W 959
YBR009C YBR060C 220
YBR009C YBR084W 565
YBR009C YBR195C 296
YBR009C YBR198C 198
YBR009C YBR245C 581
YBR009C YBR289W 206
YBR009C YCL040W 288
YBR009C YCR020W-B 206
YBR009C YCR052W 206
YBR009C YCR084C 498
YBR009C YDL002C 275
YBR009C YDL013W 220
YBR009C YDL042C 585
YBR009C YDL056W 198
YBR009C YDL058W 565
YBR009C YDL070W 565
YBR009C YDL074C 198
YBR009C YDL140C 113
YBR009C YDL156W 288
YBR009C YDR044W 218
YBR009C YDR096W 220
YBR009C YDR121W 198
YBR009C YDR145W 198
YBR009C YDR155C 198
YBR009C YDR167W 198
YBR009C YDR190C 198
YBR009C YDR191W 324
YBR009C YDR224C 913
YBR009C YDR225W 913
YBR009C YDR267C 808
YBR009C YDR300C 565
YBR009C YDR303C 565
YBR009C YDR334W 198
YBR009C YDR359C 198
YBR009C YDR365C 198
YBR009C YDR440W 581
YBR009C YDR451C 220
YBR009C YDR489W 266
YBR009C YDR519W 220
YBR009C YEL032W 198
YBR009C YEL043W 329
YBR009C YEL046C 602
YBR009C YEL055C 198
YBR009C YEL056W 581
YBR009C YER025W 198
YBR009C YER064C 198
YBR009C YER065C 602
YBR009C YER082C 198
YBR009C YER093C 602
YBR009C YER110C 565
YBR009C YER111C 198
YBR009C YER116C 219
YBR009C YER133W 198
YBR009C YER151C 198
YBR009C YER164W 358
YBR009C YFL016C 143
YBR009C YFL024C 343
YBR009C YFL039C 296
YBR009C YFR006W 602
YBR009C YFR013W 198
YBR009C YFR027W 220
YBR009C YFR028C 198
YBR009C YFR037C 206
YBR009C YFR038W 113
YBR009C YGL008C 329
YBR009C YGL019W 565
YBR009C YGL066W 198
YBR009C YGL071W 220
YBR009C YGL112C 198
YBR009C YGL133W 536
YBR009C YGL150C 293
YBR009C YGL190C 605
YBR009C YGL194C 198
YBR009C YGL201C 198
YBR009C YGL207W 334
YBR009C YGL237C 220
YBR009C YGR002C 198
YBR009C YGR056W 309
YBR009C YGR116W 296
YBR009C YGR140W 285
YBR009C YGR170W 608
YBR009C YGR188C 137
YBR009C YGR240C 565
YBR009C YGR252W 585
YBR009C YGR270W 445
YBR009C YGR274C 198
YBR009C YGR275W 206
YBR009C YHL025W 206
YBR009C YHR047C 167
YBR009C YHR056C 206
YBR009C YHR099W 198
YBR009C YHR118C 198
YBR009C YHR119W 198
YBR009C YHR146W 220
YBR009C YHR207C 358
YBR009C YIL035C 296
YBR009C YIL126W 297
YBR009C YJL013C 143
YBR009C YJL047C 297
YBR009C YJL065C 143
YBR009C YJL074C 113
YBR009C YJL076W 285
YBR009C YJL081C 296
YBR009C YJL115W 672
YBR009C YJL127C 536
YBR009C YJL168C 498
YBR009C YJL176C 291
YBR009C YJL222W 602
YBR009C YJR017C 220
YBR009C YJR089W 112
YBR009C YJR132W 608
YBR009C YJR138W 565
YBR009C YJR140C 198
YBR009C YKL018W 198
YBR009C YKL038W 220
YBR009C YKL049C 560
YBR009C YKL062W 198
YBR009C YKR008W 206
YBR009C YKR029C 329
YBR009C YKR054C 602
YBR009C YLL022C 808
YBR009C YLR033W 206
YBR009C YLR045C 220
YBR009C YLR052W 275
YBR009C YLR095C 198
YBR009C YLR103C 198
YBR009C YLR106C 565
YBR009C YLR180W 565
YBR009C YLR182W 198
YBR009C YLR239C 602
YBR009C YLR274W 198
YBR009C YLR320W 218
YBR009C YLR336C 198
YBR009C YLR357W 206
YBR009C YLR403W 220
YBR009C YLR430W 536
YBR009C YLR442C 912
YBR009C YLR449W 560
YBR009C YLR455W 314
YBR009C YML010W 296
YBR009C YML012W 283
YBR009C YML027W 198
YBR009C YML065W 210
YBR009C YML069W 498
YBR009C YML074C 198
YBR009C YML102W 297
YBR009C YML127W 206
YBR009C YMR005W 198
YBR009C YMR021C 602
YBR009C YMR033W 206
YBR009C YMR037C 198
YBR009C YMR043W 288
YBR009C YMR070W 220
YBR009C YMR072W 288
YBR009C YMR075W 198
YBR009C YMR091C 206
YBR009C YMR117C 220
YBR009C YMR127C 581
YBR009C YMR176W 602
YBR009C YMR284W 296
YBR009C YMR308C 565
YBR009C YMR310C 198
YBR009C YNL021W 536
YBR009C YNL030W 959
YBR009C YNL031C 940
YBR009C YNL132W 565
YBR009C YNL206C 585
YBR009C YNL216W 198
YBR009C YNL225C 198
YBR009C YNL246W 498
YBR009C YNL273W 297
YBR009C YNL330C 300
YBR009C YNR051C 198
YBR009C YOL004W 198
YBR009C YOL006C 113
YBR009C YOL012C 560
YBR009C YOL021C 220
YBR009C YOL054W 608
YBR009C YOL086C 329
YBR009C YOR025W 324
YBR009C YOR038C 297
YBR009C YOR039W 198
YBR009C YOR058C 220
YBR009C YOR061W 296
YBR009C YOR064C 560
YBR009C YOR113W 220
YBR009C YOR116C 113
YBR009C YOR141C 445
YBR009C YOR188W 602
YBR009C YOR217W 280
YBR009C YOR244W 581
YBR009C YOR304W 536
YBR009C YOR337W 220
YBR009C YOR341W 113
YBR009C YPL001W 808
YBR009C YPL055C 198
YBR009C YPL082C 205
YBR009C YPL110C 113
YBR009C YPL116W 198
YBR009C YPL127C 445
YBR009C YPL165C 220
YBR009C YPL235W 275
YBR009C YPL239W 105
YBR009C YPR010C 565
YBR009C YPR018W 445
YBR009C YPR019W 266
YBR009C YPR023C 198
YBR009C YPR034W 206
YBR009C YPR046W 218
YBR009C YPR110C 565
YBR009C YPR162C 198
YBR010W YAR007C 143
YBR010W YBL002W 817
YBR010W YBL003C 819
YBR010W YBL052C 126
YBR010W YBL103C 288
YBR010W YBR009C 959
YBR010W YBR245C 106
YBR010W YCR028C-A 214
YBR010W YCR084C 498
YBR010W YDR052C 218
YBR010W YDR224C 800
YBR010W YDR225W 800
YBR010W YDR463W 275
YBR010W YEL056W 851
YBR010W YFR034C 289
YBR010W YGL035C 218
YBR010W YGL194C 329
YBR010W YGL207W 127
YBR010W YGR081C 288
YBR010W YHR207C 297
YBR010W YIL173W 288
YBR010W YJL047C 132
YBR010W YJL115W 808
YBR010W YJL168C 297
YBR010W YLL022C 735
YBR010W YLR072W 288
YBR010W YLR442C 912
YBR010W YML069W 560
YBR010W YMR044W 233
YBR010W YMR284W 218
YBR010W YMR288W 218
YBR010W YMR308C 220
YBR010W YNL030W 800
YBR010W YNL031C 959
YBR010W YNL054W 288
YBR010W YNL079C 288
YBR010W YNL167C 288
YBR010W YNL206C 560
YBR010W YOL012C 285
YBR010W YOL054W 288
YBR010W YPL001W 851
YBR010W YPL127C 287
YBR010W YPL209C 536
YBR010W YPR052C 288
YBR011C YBR109C 296
YBR011C YBR118W 288
YBR011C YDL074C 292
YBR011C YDL203C 640
YBR011C YDR298C 104
YBR011C YGL120C 565
YBR011C YIL103W 288
YBR011C YIL161W 289
YBR011C YJL033W 288
YBR011C YJL098W 288
YBR011C YJR121W 60
YBR011C YKL016C 60
YBR011C YKR043C 289
YBR011C YLL060C 288
YBR011C YLR295C 60
YBR011C YLR371W 604
YBR011C YLR425W 672
YBR011C YML056C 218
YBR011C YML081C-A 57
YBR011C YMR267W 586
YBR011C YOL077W-A 61
YBR011C YPL055C 198
YBR011C YPL066W 640
YBR011C YPR080W 288
YBR012C YPL221W 196
YBR012W-B YLR116W 196
YBR017C YBL040C 290
YBR017C YBR189W 590
YBR017C YDL015C 289
YBR017C YDL166C 281
YBR017C YDR062W 696
YBR017C YDR192C 339
YBR017C YDR406W 284
YBR017C YER053C 605
YBR017C YER110C 633
YBR017C YGL122C 787
YBR017C YGL195W 565
YBR017C YGR026W 286
YBR017C YGR060W 611
YBR017C YGR119C 339
YBR017C YGR231C 287
YBR017C YHL030W 592
YBR017C YJR077C 290
YBR017C YKL068W 300
YBR017C YLR293C 329
YBR017C YLR426W 662
YBR017C YLR435W 292
YBR017C YML120C 634
YBR017C YMR012W 607
YBR017C YMR047C 300
YBR017C YNL055C 198
YBR017C YOL123W 604
YBR017C YOR098C 339
YBR017C YOR374W 662
YBR018C YBR019C 498
YBR018C YBR020W 498
YBR018C YDR009W 560
YBR018C YHL012W 808
YBR018C YKL035W 808
YBR019C YBR018C 498
YBR019C YDL103C 60
YBR019C YHR104W 445
YBR019C YLR170C 655
YBR020W YBR018C 498
YBR020W YDR009W 560
YBR020W YML051W 498
YBR020W YMR186W 445
YBR020W YPL240C 445
YBR021W YBR245C 220
YBR021W YBR289W 283
YBR021W YDL014W 191
YBR021W YDR190C 201
YBR021W YDR447C 199
YBR021W YER151C 636
YBR021W YFL039C 199
YBR021W YGL049C 220
YBR021W YGL120C 220
YBR021W YGL207W 276
YBR021W YJL081C 600
YBR021W YJL190C 196
YBR021W YJR066W 636
YBR021W YLR197W 220
YBR021W YLR373C 296
YBR021W YML063W 206
YBR021W YMR012W 193
YBR021W YMR128W 220
YBR021W YOL139C 220
YBR021W YOR290C 219
YBR021W YPL128C 600
YBR021W YPL235W 203
YBR023C YBL061C 498
YBR023C YBR038W 445
YBR023C YHR077C 662
YBR023C YJL099W 908
YBR023C YJR117W 498
YBR023C YNR006W 445
YBR024W Q0250 445
YBR024W YBR037C 581
YBR024W YPR119W 196
YBR025C YBL003C 198
YBR025C YGL039W 286
YBR025C YGR214W 56
YBR025C YHR027C 288
YBR025C YKL032C 180
YBR025C YKL081W 605
YBR025C YLR006C 180
YBR025C YLR363C 180
YBR025C YML031W 180
YBR025C YMR262W 180
YBR025C YNL088W 591
YBR025C YNL108C 180
YBR025C YNL183C 180
YBR025C YNL281W 180
YBR025C YOL090W 603
YBR025C YOL142W 289
YBR025C YOR386W 180
YBR025C YPL002C 655
YBR025C YPL165C 651
YBR025C YPR149W 208
YBR026C YDR054C 288
YBR026C YLL039C 289
YBR027C YLR353W 808
YBR027C YOR046C 196
YBR028C YIL144W 289
YBR028C YJL164C 99
YBR028C YJR066W 445
YBR030W YGL106W 288
YBR030W YLR244C 382
YBR031W YAL035W 803
YBR031W YBL027W 800
YBR031W YBL072C 800
YBR031W YBL087C 800
YBR031W YBL092W 800
YBR031W YBR048W 800
YBR031W YBR084C-A 800
YBR031W YBR101C 143
YBR031W YBR143C 63
YBR031W YBR181C 800
YBR031W YBR191W 800
YBR031W YBR247C 282
YBR031W YCL059C 781
YBR031W YCR031C 800
YBR031W YCR057C 726
YBR031W YDL061C 800
YBR031W YDL075W 800
YBR031W YDL081C 800
YBR031W YDL082W 800
YBR031W YDL083C 800
YBR031W YDL133C-A 800
YBR031W YDL136W 800
YBR031W YDL148C 677
YBR031W YDL184C 800
YBR031W YDL191W 800
YBR031W YDL208W 143
YBR031W YDR012W 959
YBR031W YDR021W 143
YBR031W YDR025W 800
YBR031W YDR064W 800
YBR031W YDR091C 324
YBR031W YDR172W 114
YBR031W YDR382W 60
YBR031W YDR418W 800
YBR031W YDR447C 800
YBR031W YDR449C 293
YBR031W YDR450W 800
YBR031W YEL054C 800
YBR031W YER025W 60
YBR031W YER056C-A 800
YBR031W YER074W 800
YBR031W YER082C 292
YBR031W YER102W 800
YBR031W YER110C 288
YBR031W YER117W 800
YBR031W YER126C 803
YBR031W YER131W 800
YBR031W YER154W 143
YBR031W YFR004W 112
YBR031W YFR031C-A 803
YBR031W YFR032C-A 800
YBR031W YGL030W 800
YBR031W YGL031C 800
YBR031W YGL076C 800
YBR031W YGL099W 848
YBR031W YGL103W 800
YBR031W YGL123W 800
YBR031W YGL135W 800
YBR031W YGL147C 800
YBR031W YGL189C 800
YBR031W YGR027C 800
YBR031W YGR085C 800
YBR031W YGR103W 866
YBR031W YGR118W 800
YBR031W YGR148C 800
YBR031W YGR162W 56
YBR031W YGR214W 803
YBR031W YGR281W 198
YBR031W YHL001W 800
YBR031W YHL015W 800
YBR031W YHL033C 800
YBR031W YHR010W 800
YBR031W YHR021C 60
YBR031W YHR141C 800
YBR031W YHR193C 498
YBR031W YHR203C 800
YBR031W YIL018W 803
YBR031W YIL031W 280
YBR031W YIL069C 803
YBR031W YIL133C 849
YBR031W YIL148W 800
YBR031W YJL002C 114
YBR031W YJL109C 657
YBR031W YJL189W 800
YBR031W YJL190C 800
YBR031W YJL191W 800
YBR031W YJR094W-A 800
YBR031W YJR123W 800
YBR031W YJR145C 800
YBR031W YKL006W 800
YBR031W YKL009W 843
YBR031W YKL156W 800
YBR031W YKL180W 800
YBR031W YKR057W 800
YBR031W YKR081C 848
YBR031W YKR084C 800
YBR031W YKR094C 800
YBR031W YLL039C 189
YBR031W YLR009W 800
YBR031W YLR029C 800
YBR031W YLR061W 800
YBR031W YLR075W 800
YBR031W YLR167W 800
YBR031W YLR185W 800
YBR031W YLR264W 800
YBR031W YLR287C-A 800
YBR031W YLR325C 800
YBR031W YLR340W 800
YBR031W YLR344W 800
YBR031W YLR388W 800
YBR031W YLR424W 296
YBR031W YLR438C-A 642
YBR031W YLR441C 800
YBR031W YML024W 800
YBR031W YML026C 800
YBR031W YML073C 800
YBR031W YMR124W 192
YBR031W YMR143W 800
YBR031W YMR194W 800
YBR031W YMR242C 800
YBR031W YNL002C 849
YBR031W YNL069C 800
YBR031W YNL110C 955
YBR031W YNL162W 800
YBR031W YNL177C 57
YBR031W YNL178W 800
YBR031W YNL301C 800
YBR031W YNL302C 800
YBR031W YOL039W 800
YBR031W YOL040C 800
YBR031W YOL120C 803
YBR031W YOL121C 800
YBR031W YOL127W 865
YBR031W YOR063W 800
YBR031W YOR096W 800
YBR031W YOR167C 800
YBR031W YOR182C 800
YBR031W YOR293W 800
YBR031W YOR310C 282
YBR031W YOR312C 800
YBR031W YOR369C 800
YBR031W YPL081W 800
YBR031W YPL090C 800
YBR031W YPL131W 865
YBR031W YPL143W 800
YBR031W YPL198W 800
YBR031W YPL220W 800
YBR031W YPL249C-A 800
YBR031W YPR043W 803
YBR031W YPR100W 65
YBR031W YPR102C 800
YBR031W YPR112C 291
YBR031W YPR132W 800
YBR031W YPR137W 287
YBR031W YPR144C 657
YBR034C YAR015W 199
YBR034C YBL002W 199
YBR034C YBL052C 64
YBR034C YCL037C 199
YBR034C YCR093W 199
YBR034C YDR087C 199
YBR034C YDR224C 199
YBR034C YDR233C 199
YBR034C YDR293C 199
YBR034C YDR310C 199
YBR034C YDR432W 581
YBR034C YEL016C 289
YBR034C YER017C 196
YBR034C YER040W 77
YBR034C YER048C 199
YBR034C YGL078C 143
YBR034C YGR165W 168
YBR034C YGR181W 196
YBR034C YGR252W 536
YBR034C YHR119W 199
YBR034C YIL061C 445
YBR034C YJL050W 199
YBR034C YLR315W 289
YBR034C YML017W 618
YBR034C YMR167W 199
YBR034C YNL031C 536
YBR034C YNL078W 193
YBR034C YNL330C 204
YBR034C YNR051C 199
YBR034C YNR057C 293
YBR034C YOL004W 204
YBR034C YOR198C 199
YBR034C YOR290C 204
YBR034C YPL096W 199
YBR034C YPL128C 199
YBR034C YPR129W 618
YBR034C YPR182W 60
YBR035C YMR095C 64
YBR035C YMR096W 71
YBR035C YOR126C 58
YBR036C YDL015C 498
YBR036C YPL057C 498
YBR036C YPR198W 194
YBR037C Q0250 358
YBR037C YBR024W 581
YBR038W YBR023C 445
YBR038W YDL117W 445
YBR038W YDR190C 201
YBR038W YFL039C 199
YBR038W YFR037C 186
YBR038W YGL103W 158
YBR038W YLR342W 197
YBR038W YML024W 198
YBR038W YMR032W 309
YBR038W YNL152W 445
YBR038W YPL020C 193
YBR038W YPL227C 197
YBR038W YPR106W 269
YBR039W Q0080 800
YBR039W Q0085 959
YBR039W Q0130 800
YBR039W YBL099W 959
YBR039W YDL004W 800
YBR039W YDR168W 397
YBR039W YDR298C 959
YBR039W YDR377W 800
YBR039W YEL056W 288
YBR039W YGR104C 358
YBR039W YGR250C 633
YBR039W YJR007W 220
YBR039W YJR121W 959
YBR039W YKL016C 959
YBR039W YLR295C 800
YBR039W YLR377C 80
YBR039W YLR398C 609
YBR039W YML081C-A 800
YBR039W YMR186W 288
YBR039W YOL077W-A 800
YBR039W YOR207C 137
YBR039W YPL078C 959
YBR039W YPL271W 959
YBR042C YHR115C 196
YBR042C YLR170C 655
YBR043C YGR074W 219
YBR044C YBR221C 594
YBR044C YER074W 289
YBR044C YIL069C 289
YBR044C YIL126W 288
YBR044C YJR010C-A 288
YBR044C YLR435W 289
YBR045C YBR148W 358
YBR045C YDR103W 581
YBR045C YER054C 309
YBR045C YER133W 536
YBR045C YGL057C 289
YBR045C YMR001C 294
YBR045C YOR178C 309
YBR047W YDR238C 646
YBR047W YJL128C 196
YBR048W YAL035W 800
YBR048W YBL027W 800
YBR048W YBL072C 800
YBR048W YBL087C 800
YBR048W YBL092W 800
YBR048W YBR031W 800
YBR048W YBR079C 800
YBR048W YBR084C-A 800
YBR048W YBR181C 800
YBR048W YBR191W 800
YBR048W YBR247C 850
YBR048W YCL031C 800
YBR048W YCL059C 859
YBR048W YCR031C 800
YBR048W YCR057C 850
YBR048W YDL014W 800
YBR048W YDL060W 835
YBR048W YDL061C 813
YBR048W YDL075W 800
YBR048W YDL081C 800
YBR048W YDL082W 800
YBR048W YDL083C 800
YBR048W YDL136W 800
YBR048W YDL148C 954
YBR048W YDL191W 800
YBR048W YDL213C 127
YBR048W YDR012W 800
YBR048W YDR025W 959
YBR048W YDR064W 814
YBR048W YDR083W 138
YBR048W YDR172W 143
YBR048W YDR324C 800
YBR048W YDR418W 800
YBR048W YDR429C 141
YBR048W YDR447C 807
YBR048W YDR449C 800
YBR048W YDR450W 800
YBR048W YEL026W 800
YBR048W YEL050C 60
YBR048W YEL054C 800
YBR048W YER007C-A 197
YBR048W YER025W 127
YBR048W YER056C-A 800
YBR048W YER074W 800
YBR048W YER082C 800
YBR048W YER102W 812
YBR048W YER117W 800
YBR048W YER131W 800
YBR048W YFL002C 118
YBR048W YFR004W 112
YBR048W YFR031C-A 800
YBR048W YFR032C-A 800
YBR048W YGL030W 800
YBR048W YGL031C 800
YBR048W YGL076C 800
YBR048W YGL103W 803
YBR048W YGL120C 85
YBR048W YGL123W 804
YBR048W YGL135W 800
YBR048W YGL147C 800
YBR048W YGL189C 800
YBR048W YGL245W 60
YBR048W YGR027C 800
YBR048W YGR085C 811
YBR048W YGR090W 950
YBR048W YGR118W 848
YBR048W YGR128C 800
YBR048W YGR145W 800
YBR048W YGR148C 800
YBR048W YGR214W 837
YBR048W YHL001W 800
YBR048W YHL015W 800
YBR048W YHL033C 800
YBR048W YHR010W 800
YBR048W YHR086W 127
YBR048W YHR141C 800
YBR048W YHR148W 800
YBR048W YHR169W 112
YBR048W YHR196W 850
YBR048W YHR203C 800
YBR048W YIL018W 800
YBR048W YIL069C 800
YBR048W YIL133C 800
YBR048W YIL148W 800
YBR048W YJL069C 800
YBR048W YJL109C 800
YBR048W YJL189W 800
YBR048W YJL190C 800
YBR048W YJL191W 800
YBR048W YJR002W 800
YBR048W YJR094W-A 800
YBR048W YJR113C 75
YBR048W YJR123W 800
YBR048W YJR145C 800
YBR048W YKL006W 800
YBR048W YKL143W 865
YBR048W YKL156W 800
YBR048W YKL180W 800
YBR048W YKR057W 800
YBR048W YKR060W 800
YBR048W YKR081C 197
YBR048W YKR084C 836
YBR048W YKR094C 800
YBR048W YLL011W 800
YBR048W YLL039C 64
YBR048W YLR009W 60
YBR048W YLR029C 804
YBR048W YLR061W 800
YBR048W YLR075W 803
YBR048W YLR129W 800
YBR048W YLR167W 800
YBR048W YLR185W 800
YBR048W YLR186W 800
YBR048W YLR197W 803
YBR048W YLR222C 800
YBR048W YLR264W 835
YBR048W YLR287C-A 800
YBR048W YLR325C 800
YBR048W YLR340W 803
YBR048W YLR344W 800
YBR048W YLR388W 832
YBR048W YLR409C 800
YBR048W YLR441C 832
YBR048W YLR448W 60
YBR048W YML009C 77
YBR048W YML024W 800
YBR048W YML026C 831
YBR048W YML073C 800
YBR048W YMR093W 803
YBR048W YMR116C 800
YBR048W YMR143W 821
YBR048W YMR194W 800
YBR048W YMR229C 800
YBR048W YMR230W 90
YBR048W YMR242C 800
YBR048W YMR260C 800
YBR048W YMR309C 814
YBR048W YNL002C 277
YBR048W YNL075W 800
YBR048W YNL132W 811
YBR048W YNL162W 800
YBR048W YNL178W 805
YBR048W YNL207W 817
YBR048W YNL224C 142
YBR048W YNL301C 800
YBR048W YNL302C 849
YBR048W YNL308C 127
YBR048W YOL010W 836
YBR048W YOL023W 63
YBR048W YOL039W 800
YBR048W YOL040C 800
YBR048W YOL120C 800
YBR048W YOL121C 811
YBR048W YOL127W 800
YBR048W YOR056C 143
YBR048W YOR063W 800
YBR048W YOR078W 800
YBR048W YOR096W 800
YBR048W YOR145C 800
YBR048W YOR167C 800
YBR048W YOR182C 830
YBR048W YOR293W 809
YBR048W YOR310C 800
YBR048W YOR312C 803
YBR048W YOR361C 800
YBR048W YOR369C 800
YBR048W YPL013C 76
YBR048W YPL081W 800
YBR048W YPL090C 800
YBR048W YPL126W 800
YBR048W YPL131W 807
YBR048W YPL143W 806
YBR048W YPL198W 800
YBR048W YPL217C 803
YBR048W YPL220W 800
YBR048W YPR041W 143
YBR048W YPR043W 800
YBR048W YPR102C 805
YBR048W YPR132W 800
YBR048W YPR137W 800
YBR048W YPR144C 800
YBR049C YBL003C 288
YBR049C YCR047C 662
YBR049C YDL030W 56
YBR049C YDL043C 56
YBR049C YDR110W 287
YBR049C YDR130C 536
YBR049C YDR303C 702
YBR049C YDR416W 56
YBR049C YDR473C 56
YBR049C YDR490C 289
YBR049C YFR005C 56
YBR049C YGL234W 608
YBR049C YGR271W 60
YBR049C YGR274C 620
YBR049C YIR005W 56
YBR049C YJR035W 100
YBR049C YJR050W 57
YBR049C YKL074C 56
YBR049C YKL173W 56
YBR049C YKR001C 696
YBR049C YLL036C 56
YBR049C YLR115W 56
YBR049C YLR117C 56
YBR049C YLR176C 805
YBR049C YLR357W 696
YBR049C YMR061W 536
YBR049C YMR091C 602
YBR049C YNL021W 56
YBR049C YNL088W 289
YBR049C YOL006C 602
YBR049C YOR308C 56
YBR049C YPL082C 726
YBR049C YPL213W 56
YBR049C YPR052C 283
YBR049C YPR110C 565
YBR049C YPR152C 117
YBR050C YBR109C 296
YBR050C YDR028C 498
YBR050C YDR099W 300
YBR050C YER133W 585
YBR052C YCR004C 743
YBR052C YDR032C 808
YBR053C YDR032C 636
YBR054W YBL084C 289
YBR054W YDL013W 289
YBR054W YDR381W 220
YBR054W YPL263C 662
YBR055C YAL032C 60
YBR055C YBL026W 920
YBR055C YBR152W 918
YBR055C YDL030W 800
YBR055C YDL043C 803
YBR055C YDL098C 800
YBR055C YDL140C 56
YBR055C YDL160C 56
YBR055C YDR243C 73
YBR055C YDR283C 720
YBR055C YDR378C 923
YBR055C YDR473C 959
YBR055C YDR482C 285
YBR055C YEL026W 800
YBR055C YER029C 928
YBR055C YER112W 917
YBR055C YER146W 937
YBR055C YER172C 959
YBR055C YFL017W-A 920
YBR055C YFR005C 59
YBR055C YGR074W 937
YBR055C YGR075C 800
YBR055C YGR091W 942
YBR055C YHR156C 244
YBR055C YHR165C 923
YBR055C YIR009W 800
YBR055C YJL203W 800
YBR055C YJR022W 959
YBR055C YKL173W 929
YBR055C YKR059W 85
YBR055C YLL036C 287
YBR055C YLR147C 959
